Area (cm2),1.33,,
Electrolyte ,KHSO4,,
Conc (M),1,,
Loading (mg/cm2),1,,
pH initial vs final,2,7.4,
ZIR (Ohm),7.572,5.97,
Ref,Ag/AgCl,,
V,,,
CO2 Flow Rate input vs output (mL/min),100,110,
Electrolyte Flow Rate (mL/min),3,,
Type,CP,,
,,,
t (s),i (mA),Ewe (V),Ecell (V)
29.9997992421,0.0000000000,-0.1369667100,0.3470419600
29.9999992421,-131.1061100000,-1.1827046000,1.5436327000
30.0001992421,-186.6302800000,-1.7002717000,2.1846917000
30.0009992421,-254.4011100000,-2.2165363000,3.0864902000
30.0181992417,-265.2204600000,-2.7221987000,3.7954485000
30.4057992319,-265.9837300000,-3.2231581000,3.8742409000
35.4057991056,-266.0219100000,-3.4324605000,3.9402161000
40.4057989793,-266.0371700000,-3.4007626000,3.9813817000
45.4057988530,-266.0371700000,-3.4025035000,4.0352616000
50.4057987266,-266.0371700000,-3.3921194000,3.9881170000
55.4057986003,-266.0066500000,-3.4086843000,4.0164657000
60.4057984740,-266.0486100000,-3.4158843000,3.9654033000
65.4057983477,-266.0181000000,-3.4232409000,3.9955735000
70.4057982214,-266.0104700000,-3.3774903000,4.0476322000
75.4057980951,-265.9837300000,-3.3683088000,4.0970788000
80.4057979688,-266.0142800000,-3.3639185000,4.0045762000
85.4057978425,-266.0295100000,-3.3789179000,4.0014491000
90.4057977162,-266.0753500000,-3.3942039000,4.0327187000
95.4057975898,-266.0409900000,-3.3449028000,4.0846395000
100.4057974635,-265.9989900000,-3.3408828000,3.9965355000
105.4057973372,-266.0295400000,-3.3761084000,4.0240250000
110.4057972109,-266.0181000000,-3.3815217000,3.9927900000
115.4057970846,-266.0295400000,-3.3360918000,4.0295572000
120.4057969583,-266.0639000000,-3.3328085000,4.0737128000
125.4057968320,-266.0409900000,-3.3478765000,3.9949548000
130.4057967057,-266.0295400000,-3.3762915000,4.0199361000
135.4057965794,-266.0486100000,-3.3384242000,4.0718913000
140.4057964531,-266.0371700000,-3.3446965000,4.1328154000
145.4057963267,-266.0371700000,-3.3483806000,4.1906123000
150.4057962004,-266.0181000000,-3.3720541000,4.0107269000
155.4057960741,-266.0562700000,-3.3303995000,4.0561190000
160.4057959478,-266.0409900000,-3.3277118000,4.0922341000
165.4057958215,-266.0028400000,-3.3420892000,4.0292482000
170.4057956952,-266.0562700000,-3.3530726000,4.0716166000
175.4057955689,-266.0257300000,-3.3204622000,4.0513773000
180.4057954426,-266.0181000000,-3.3262765000,4.0862207000
185.4057953163,-266.0142800000,-3.3386457000,4.1311316000
190.4057951899,-266.0524300000,-3.3691831000,4.0349865000
195.4057950636,-266.0181000000,-3.3018358000,4.0759463000
200.4057949373,-266.0524300000,-3.3003471000,4.1220942000
205.4057948110,-266.0257300000,-3.3132775000,4.1631918000
210.4057946847,-266.0219100000,-3.3538551000,4.1260118000
215.4057945584,-266.0562700000,-3.3097806000,4.0527515000
220.4057944321,-266.0295100000,-3.3062224000,4.0784893000
225.4057943058,-266.0486100000,-3.3146212000,4.1208234000
230.4057941795,-266.0715300000,-3.3352747000,4.1576939000
235.4057940531,-266.0600900000,-3.3274448000,4.0423403000
240.4057939268,-266.0600900000,-3.3552487000,4.0731282000
245.4057938005,-266.0448000000,-3.3175454000,4.1185551000
250.4057936742,-266.0409900000,-3.3256695000,4.0468073000
