H2,O2,N2,CH4,CO,CO2,C2H4
6602.5209,,,0,2656.6188,,1956.6195
7057.1513,,,0,3748.9342,,2191.4801
6900.6261,,,0,3453.3187,,2296.1383
7385.3049,,,0,3939.8723,,2345.3195
7386.9709,,,0,3676.3423,,2346.0116
7519.0981,,,0,3616.3028,,2228.1342
7824.7833,,,0,3663.2404,,2211.9855
