H2,O2,N2,CH4,CO,CO2,C2H4
0.00412531,0,0.50680899,0,0,0,0
0.05498298,0,0.493794,0,0,0,0
0.16047638,0,0.49341044,0,0,0,0
0.1580164,0,0.49033925,0,0.00082924,0,0
0.14155439,0,0.50514676,0,0,0,0
0.14819006,0,0.48191738,0,0.00185536,0,0
0.15078185,0,0.48724391,0,0.00021655,0,0
0.15364365,0,0.50590795,0,0,0,0
0.08666274,0,0.48000369,0,0.01049928,0,0
0.00736512,0,0.2977997,0.0046718,0.00281136,0,0
0.00223557,0,0.27212685,0,0.0021593,0,0
