H2,O2,N2,CH4,CO,CO2,C2H4
82930.6335,,,0,0,,0
82773.3584,,,0,0,,0
82546.1284,,,0,0,,0
82278.0311,,,0,0,,0
82185.1821,,,0,0,,0
81953.9269,,,0,0,,0
82074.5342,,,0,0,,0
