H2,O2,N2,CH4,CO,CO2,C2H4
0,0,0.938709,0.00071317,0,0,0
0.08128675,0,0.94220475,0,0,0,0
0.15007389,0,0.93674202,0,0,0,0
0.14496378,0,0.93663998,0,0,0,0
0.14065497,0,0.92155004,0,0,0,0
0.14463469,0,0.91517259,0,0,0,0
0.14796505,0,0.91493298,0,0,0,0
0.1502893,0,0.91201804,0,0,0,0
0.05757676,0,0.90749916,0.00462955,0.00633913,0,0
0.00595226,0,0.91903641,0.01641558,0.00404827,0,0
